tempo,quantidadePAs,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,k_connectivity,density,number_of_cars
1390,3,0.0368,4.3333,0.1603,0.2036,1.0000,0.0000,1.0000,0.0000,5.5462,35.0000
1391,3,0.0368,4.3333,0.1603,0.2036,1.0000,0.0000,1.0000,0.0000,5.5462,35.0000
1392,3,0.0290,2.6667,0.1283,0.0515,1.3333,78.1886,1.0000,0.0000,5.5477,38.0000
1393,3,0.0290,2.6667,0.1283,0.0515,1.3333,78.1886,1.0000,0.0000,5.5477,38.0000
1394,4,0.0090,2.7500,0.0838,0.0000,1.0000,0.0000,1.0000,0.0000,3.6585,41.0000
1395,4,0.0090,2.7500,0.0838,0.0000,1.0000,0.0000,1.0000,0.0000,3.6585,41.0000
1396,5,0.0082,3.0000,0.0922,0.0717,1.0000,0.0000,1.0000,0.0000,4.7561,41.0000
1397,5,0.0082,3.0000,0.0922,0.0717,1.0000,0.0000,1.0000,0.0000,4.7561,41.0000
1398,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1399,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1400,7,0.0478,3.0000,0.1122,0.1742,1.0000,0.0000,1.1429,0.0000,3.7787,39.0000
1401,7,0.0478,3.0000,0.1122,0.1742,1.0000,0.0000,1.1429,0.0000,3.7787,39.0000
1402,3,0.0030,2.0000,0.0637,0.0000,1.3333,174.9683,1.0000,0.0000,7.7311,35.0000
1403,3,0.0030,2.0000,0.0637,0.0000,1.3333,174.9683,1.0000,0.0000,7.7311,35.0000
1404,2,0.0053,2.5000,0.0793,0.0000,1.0000,0.0000,1.0000,0.0000,2.9872,38.0000
1405,2,0.0053,2.5000,0.0793,0.0000,1.0000,0.0000,1.0000,0.0000,2.9872,38.0000
1406,3,0.0304,4.3333,0.1506,0.2987,1.0000,0.0000,1.0000,0.0000,3.8655,35.0000
1407,3,0.0304,4.3333,0.1506,0.2987,1.0000,0.0000,1.0000,0.0000,3.8655,35.0000
1408,1,0.0020,2.0000,0.0625,0.0000,1.0000,0.0000,1.0000,0.0000,2.0833,33.0000
1409,1,0.0020,2.0000,0.0625,0.0000,1.0000,0.0000,1.0000,0.0000,2.0833,33.0000
1410,2,0.0178,7.0000,0.2317,0.2814,1.0000,0.0000,1.0000,0.0000,6.5546,35.0000
1411,2,0.0178,7.0000,0.2317,0.2814,1.0000,0.0000,1.0000,0.0000,6.5546,35.0000
1412,2,0.0175,3.0000,0.1146,0.0682,1.0000,0.0000,1.0000,0.0000,4.9550,37.0000
1413,2,0.0175,3.0000,0.1146,0.0682,1.0000,0.0000,1.0000,0.0000,4.9550,37.0000
1414,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1415,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1416,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1417,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1418,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1419,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1420,6,0.0259,2.5000,0.0917,0.3151,1.0000,0.0000,1.0000,0.0000,2.4024,37.0000
1421,6,0.0259,2.5000,0.0917,0.3151,1.0000,0.0000,1.0000,0.0000,2.4024,37.0000
1422,1,0.0018,2.0000,0.0588,0.0001,1.0000,0.0000,1.0000,0.0000,2.0168,35.0000
1423,1,0.0018,2.0000,0.0588,0.0001,1.0000,0.0000,1.0000,0.0000,2.0168,35.0000
1424,2,0.0343,3.5000,0.1811,0.1380,1.0000,0.0000,1.0000,0.0000,6.6288,33.0000
1425,2,0.0343,3.5000,0.1811,0.1380,1.0000,0.0000,1.0000,0.0000,6.6288,33.0000
1426,3,0.0406,4.6667,0.1628,0.1182,1.3333,83.9214,1.0000,0.0000,6.9512,41.0000
1427,3,0.0406,4.6667,0.1628,0.1182,1.3333,83.9214,1.0000,0.0000,6.9512,41.0000
1428,6,0.0280,2.6667,0.0941,0.0960,1.0000,0.0000,1.0000,0.0000,3.9024,41.0000
1429,6,0.0280,2.6667,0.0941,0.0960,1.0000,0.0000,1.0000,0.0000,3.9024,41.0000
1430,4,0.0038,3.2500,0.0818,0.0000,1.0000,0.0000,1.0000,0.0000,2.8793,43.0000
1431,4,0.0038,3.2500,0.0818,0.0000,1.0000,0.0000,1.0000,0.0000,2.8793,43.0000
1432,1,0.0254,3.0000,0.2170,0.0574,1.0000,0.0000,1.0000,0.0000,9.7598,37.0000
1433,1,0.0254,3.0000,0.2170,0.0574,1.0000,0.0000,1.0000,0.0000,9.7598,37.0000
1434,2,0.0074,2.5000,0.1073,0.0348,1.0000,0.0000,1.0000,0.0000,6.0256,40.0000
1435,2,0.0074,2.5000,0.1073,0.0348,1.0000,0.0000,1.0000,0.0000,6.0256,40.0000
1436,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1437,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1438,2,0.0311,3.0000,0.1415,0.0781,1.0000,0.0000,1.0000,0.0000,4.7619,36.0000
1439,2,0.0311,3.0000,0.1415,0.0781,1.0000,0.0000,1.0000,0.0000,4.7619,36.0000
1440,2,0.0492,3.0000,0.1440,0.0823,1.5000,636.7671,1.0000,0.0000,4.9911,34.0000
1441,2,0.0492,3.0000,0.1440,0.0823,1.5000,636.7671,1.0000,0.0000,4.9911,34.0000
1442,2,0.0062,3.0000,0.0907,0.0000,1.0000,0.0000,1.0000,0.0000,3.6975,35.0000
1443,2,0.0062,3.0000,0.0907,0.0000,1.0000,0.0000,1.0000,0.0000,3.6975,35.0000
1444,4,0.0366,4.2500,0.1386,0.2016,1.0000,0.0000,1.0000,0.0000,4.9206,36.0000
1445,4,0.0366,4.2500,0.1386,0.2016,1.0000,0.0000,1.0000,0.0000,4.9206,36.0000
1446,1,0.0211,7.0000,0.2593,0.2274,1.0000,0.0000,1.0000,0.0000,8.2583,37.0000
1447,1,0.0211,7.0000,0.2593,0.2274,1.0000,0.0000,1.0000,0.0000,8.2583,37.0000
1448,3,0.0043,2.6667,0.0797,0.0700,1.0000,0.0000,1.0000,0.0000,3.1039,39.0000
1449,3,0.0043,2.6667,0.0797,0.0700,1.0000,0.0000,1.0000,0.0000,3.1039,39.0000
1450,2,0.0310,4.5000,0.1887,0.2556,1.0000,0.0000,1.0000,0.0000,5.5914,31.0000
1451,2,0.0310,4.5000,0.1887,0.2556,1.0000,0.0000,1.0000,0.0000,5.5914,31.0000
1452,1,0.0018,2.0000,0.0588,0.0000,1.0000,0.0000,1.0000,0.0000,3.6975,35.0000
1453,1,0.0018,2.0000,0.0588,0.0000,1.0000,0.0000,1.0000,0.0000,3.6975,35.0000
1454,3,0.0385,3.3333,0.1698,0.0603,1.0000,0.0000,1.0000,0.0000,6.2589,38.0000
1455,3,0.0385,3.3333,0.1698,0.0603,1.0000,0.0000,1.0000,0.0000,6.2589,38.0000
1456,2,0.0373,5.5000,0.1778,0.1406,1.0000,0.0000,1.0000,0.0000,7.9580,37.0000
1457,2,0.0373,5.5000,0.1778,0.1406,1.0000,0.0000,1.0000,0.0000,7.9580,37.0000
1458,2,0.0213,5.0000,0.1463,0.1020,1.0000,0.0000,1.5000,0.0000,5.3981,39.0000
1459,2,0.0213,5.0000,0.1463,0.1020,1.0000,0.0000,1.5000,0.0000,5.3981,39.0000
1460,2,0.0040,3.0000,0.0833,0.1581,1.0000,0.0000,1.0000,0.0000,2.5641,40.0000
1461,2,0.0040,3.0000,0.0833,0.1581,1.0000,0.0000,1.0000,0.0000,2.5641,40.0000
1462,2,0.0308,5.0000,0.2426,0.2715,1.0000,0.0000,1.0000,0.0000,9.9715,27.0000
1463,2,0.0308,5.0000,0.2426,0.2715,1.0000,0.0000,1.0000,0.0000,9.9715,27.0000
1464,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1465,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1466,3,0.0052,4.0000,0.1078,0.3031,1.0000,0.0000,1.0000,0.0000,4.4534,39.0000
1467,3,0.0052,4.0000,0.1078,0.3031,1.0000,0.0000,1.0000,0.0000,4.4534,39.0000
1468,2,0.0075,3.5000,0.1027,0.3850,1.0000,0.0000,1.0000,0.0000,2.1337,38.0000
1469,2,0.0075,3.5000,0.1027,0.3850,1.0000,0.0000,1.0000,0.0000,2.1337,38.0000
1470,2,0.0071,2.5000,0.0848,0.1128,1.0000,0.0000,1.0000,0.0000,4.2017,35.0000
1471,2,0.0071,2.5000,0.0848,0.1128,1.0000,0.0000,1.0000,0.0000,4.2017,35.0000
1472,3,0.0078,3.0000,0.1023,0.1948,1.0000,0.0000,1.0000,0.0000,3.1746,36.0000
1473,3,0.0078,3.0000,0.1023,0.1948,1.0000,0.0000,1.0000,0.0000,3.1746,36.0000
1474,1,0.0230,6.0000,0.2042,0.4544,1.0000,0.0000,1.0000,0.0000,4.5161,31.0000
1475,1,0.0230,6.0000,0.2042,0.4544,1.0000,0.0000,1.0000,0.0000,4.5161,31.0000
1476,1,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,1.0000,0.0000,8.3871,31.0000
1477,1,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,1.0000,0.0000,8.3871,31.0000
1478,3,0.0155,5.6667,0.1796,0.1621,1.0000,0.0000,1.0000,0.0000,6.5434,38.0000
1479,3,0.0155,5.6667,0.1796,0.1621,1.0000,0.0000,1.0000,0.0000,6.5434,38.0000
1480,1,0.0028,3.0000,0.0789,0.0000,1.0000,0.0000,1.0000,0.0000,3.7787,39.0000
1481,1,0.0028,3.0000,0.0789,0.0000,1.0000,0.0000,1.0000,0.0000,3.7787,39.0000
1482,4,0.0442,4.0000,0.1840,0.2090,1.0000,0.0000,1.0000,0.0000,5.3030,33.0000
1483,4,0.0442,4.0000,0.1840,0.2090,1.0000,0.0000,1.0000,0.0000,5.3030,33.0000
1484,2,0.0083,3.5000,0.1006,0.1687,1.0000,0.0000,1.0000,0.0000,3.1294,38.0000
1485,2,0.0083,3.5000,0.1006,0.1687,1.0000,0.0000,1.0000,0.0000,3.1294,38.0000
1486,4,0.0190,3.5000,0.1291,0.2293,1.0000,0.0000,1.0000,0.0000,4.2674,38.0000
1487,4,0.0190,3.5000,0.1291,0.2293,1.0000,0.0000,1.0000,0.0000,4.2674,38.0000
1488,3,0.0261,4.6667,0.1458,0.2955,1.0000,0.0000,1.0000,0.0000,2.9487,40.0000
1489,3,0.0261,4.6667,0.1458,0.2955,1.0000,0.0000,1.0000,0.0000,2.9487,40.0000
1490,2,0.0185,4.5000,0.1333,0.4047,1.0000,0.0000,1.0000,0.0000,3.8095,36.0000
1491,2,0.0185,4.5000,0.1333,0.4047,1.0000,0.0000,1.0000,0.0000,3.8095,36.0000
1492,2,0.0210,3.0000,0.1537,0.0730,1.0000,0.0000,1.0000,0.0000,6.5434,38.0000
1493,2,0.0210,3.0000,0.1537,0.0730,1.0000,0.0000,1.0000,0.0000,6.5434,38.0000
1494,6,0.0751,4.0000,0.1574,0.2108,1.1667,24.0654,1.1667,0.0000,4.6032,36.0000
1495,6,0.0751,4.0000,0.1574,0.2108,1.1667,24.0654,1.1667,0.0000,4.6032,36.0000
1496,1,0.0019,2.0000,0.0606,0.0000,1.0000,0.0000,1.0000,0.0000,2.6738,34.0000
1497,1,0.0019,2.0000,0.0606,0.0000,1.0000,0.0000,1.0000,0.0000,2.6738,34.0000
1498,2,0.0092,2.5000,0.1109,0.0518,1.0000,0.0000,1.0000,0.0000,6.1905,36.0000
1499,2,0.0092,2.5000,0.1109,0.0518,1.0000,0.0000,1.0000,0.0000,6.1905,36.0000
1500,3,0.0510,3.6667,0.1457,0.1080,1.0000,0.0000,1.0000,0.0000,4.4444,36.0000
1501,3,0.0510,3.6667,0.1457,0.1080,1.0000,0.0000,1.0000,0.0000,4.4444,36.0000
1502,3,0.0037,2.3333,0.0741,0.0841,1.0000,0.0000,1.0000,0.0000,2.8529,37.0000
1503,3,0.0037,2.3333,0.0741,0.0841,1.0000,0.0000,1.0000,0.0000,2.8529,37.0000
1504,5,0.0205,3.0000,0.0998,0.2435,1.0000,0.0000,1.0000,0.0000,2.5397,36.0000
1505,5,0.0205,3.0000,0.0998,0.2435,1.0000,0.0000,1.0000,0.0000,2.5397,36.0000
1506,1,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,1.0000,0.0000,5.3763,31.0000
1507,1,0.0023,2.0000,0.0667,0.0000,1.0000,0.0000,1.0000,0.0000,5.3763,31.0000
1508,2,0.0076,2.5000,0.0949,0.0861,1.0000,0.0000,1.0000,0.0000,3.5651,34.0000
1509,2,0.0076,2.5000,0.0949,0.0861,1.0000,0.0000,1.0000,0.0000,3.5651,34.0000
1510,4,0.0167,3.0000,0.1034,0.0828,1.0000,0.0000,1.0000,0.0000,3.3033,37.0000
1511,4,0.0167,3.0000,0.1034,0.0828,1.0000,0.0000,1.0000,0.0000,3.3033,37.0000
1512,4,0.0040,2.2500,0.0725,0.2366,1.0000,0.0000,1.0000,0.0000,2.5210,35.0000
1513,4,0.0040,2.2500,0.0725,0.2366,1.0000,0.0000,1.0000,0.0000,2.5210,35.0000
1514,3,0.0160,3.3333,0.1053,0.2056,1.0000,0.0000,1.0000,0.0000,3.6975,35.0000
1515,3,0.0160,3.3333,0.1053,0.2056,1.0000,0.0000,1.0000,0.0000,3.6975,35.0000
1516,1,0.0160,8.0000,0.2451,0.3149,2.0000,254.6360,1.0000,0.0000,6.7227,35.0000
1517,1,0.0160,8.0000,0.2451,0.3149,2.0000,254.6360,1.0000,0.0000,6.7227,35.0000
1518,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1519,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1520,2,0.0683,7.0000,0.2148,0.1866,1.0000,0.0000,1.0000,0.0000,6.9841,36.0000
1521,2,0.0683,7.0000,0.2148,0.1866,1.0000,0.0000,1.0000,0.0000,6.9841,36.0000
1522,4,0.0105,2.7500,0.0873,0.0984,1.0000,0.0000,1.0000,0.0000,3.5562,38.0000
1523,4,0.0105,2.7500,0.0873,0.0984,1.0000,0.0000,1.0000,0.0000,3.5562,38.0000
1524,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1525,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1526,1,0.0168,4.0000,0.1646,0.1185,1.0000,0.0000,1.0000,0.0000,7.4603,36.0000
1527,1,0.0168,4.0000,0.1646,0.1185,1.0000,0.0000,1.0000,0.0000,7.4603,36.0000
1528,2,0.0054,3.0000,0.0801,0.0000,1.0000,0.0000,1.0000,0.0000,3.2051,40.0000
1529,2,0.0054,3.0000,0.0801,0.0000,1.0000,0.0000,1.0000,0.0000,3.2051,40.0000
1530,1,0.0101,4.0000,0.1406,0.3162,1.0000,0.0000,1.0000,0.0000,3.5985,33.0000
1531,1,0.0101,4.0000,0.1406,0.3162,1.0000,0.0000,1.0000,0.0000,3.5985,33.0000
1532,2,0.0101,4.5000,0.1414,0.1488,1.0000,0.0000,1.0000,0.0000,4.4444,36.0000
1533,2,0.0101,4.5000,0.1414,0.1488,1.0000,0.0000,1.0000,0.0000,4.4444,36.0000
1534,1,0.0057,3.0000,0.0970,0.0000,1.0000,0.0000,1.0000,0.0000,3.9216,34.0000
1535,1,0.0057,3.0000,0.0970,0.0000,1.0000,0.0000,1.0000,0.0000,3.9216,34.0000
1536,3,0.0188,3.0000,0.1255,0.2056,1.0000,0.0000,1.0000,0.0000,3.0303,33.0000
1537,3,0.0188,3.0000,0.1255,0.2056,1.0000,0.0000,1.0000,0.0000,3.0303,33.0000
1538,3,0.0181,2.3333,0.1086,0.2626,1.0000,0.0000,1.0000,0.0000,2.2989,30.0000
1539,3,0.0181,2.3333,0.1086,0.2626,1.0000,0.0000,1.0000,0.0000,2.2989,30.0000
1540,4,0.0413,4.0000,0.1760,0.2330,1.0000,0.0000,1.0000,0.0000,5.6818,33.0000
1541,4,0.0413,4.0000,0.1760,0.2330,1.0000,0.0000,1.0000,0.0000,5.6818,33.0000
1542,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1543,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1544,2,0.0189,4.0000,0.1473,0.1178,1.0000,0.0000,1.0000,0.0000,6.0606,34.0000
1545,2,0.0189,4.0000,0.1473,0.1178,1.0000,0.0000,1.0000,0.0000,6.0606,34.0000
1546,1,0.0038,3.0000,0.0909,0.0000,1.0000,0.0000,1.0000,0.0000,3.3868,34.0000
1547,1,0.0038,3.0000,0.0909,0.0000,1.0000,0.0000,1.0000,0.0000,3.3868,34.0000
1548,4,0.0420,3.5000,0.1703,0.0934,1.2500,181.9537,1.0000,0.0000,7.5574,39.0000
1549,4,0.0420,3.5000,0.1703,0.0934,1.2500,181.9537,1.0000,0.0000,7.5574,39.0000
1550,7,0.0059,3.7143,0.1051,0.0482,1.1429,39.5899,1.0000,0.0000,7.5574,39.0000
1551,7,0.0059,3.7143,0.1051,0.0482,1.1429,39.5899,1.0000,0.0000,7.5574,39.0000
1552,4,0.0116,3.0000,0.0963,0.1931,1.2500,55.2946,1.0000,0.0000,2.9598,44.0000
1553,4,0.0116,3.0000,0.0963,0.1931,1.2500,55.2946,1.0000,0.0000,2.9598,44.0000
1554,2,0.0160,4.5000,0.1669,0.2254,1.0000,0.0000,1.0000,0.0000,4.4444,36.0000
1555,2,0.0160,4.5000,0.1669,0.2254,1.0000,0.0000,1.0000,0.0000,4.4444,36.0000
1556,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1557,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1558,1,0.0043,3.0000,0.0968,0.6116,1.0000,0.0000,1.0000,0.0000,2.0161,32.0000
1559,1,0.0043,3.0000,0.0968,0.6116,1.0000,0.0000,1.0000,0.0000,2.0161,32.0000
1560,4,0.0567,4.2500,0.1921,0.2419,1.0000,0.0000,1.0000,0.0000,4.6371,32.0000
1561,4,0.0567,4.2500,0.1921,0.2419,1.0000,0.0000,1.0000,0.0000,4.6371,32.0000
1562,1,0.0403,4.0000,0.2250,0.0757,1.0000,0.0000,1.0000,0.0000,9.8485,33.0000
1563,1,0.0403,4.0000,0.2250,0.0757,1.0000,0.0000,1.0000,0.0000,9.8485,33.0000
1564,1,0.0018,2.0000,0.0588,0.0000,1.0000,0.0000,1.0000,0.0000,7.2269,35.0000
1565,1,0.0018,2.0000,0.0588,0.0000,1.0000,0.0000,1.0000,0.0000,7.2269,35.0000
1566,1,0.0016,2.0000,0.0556,0.0000,1.0000,0.0000,1.0000,0.0000,4.5045,37.0000
1567,1,0.0016,2.0000,0.0556,0.0000,1.0000,0.0000,1.0000,0.0000,4.5045,37.0000
1568,4,0.0027,2.0000,0.0625,0.0000,1.0000,0.0000,1.0000,0.0000,2.6891,35.0000
1569,4,0.0027,2.0000,0.0625,0.0000,1.0000,0.0000,1.0000,0.0000,2.6891,35.0000
1570,1,0.0178,6.0000,0.2093,0.2329,1.0000,0.0000,1.0000,0.0000,7.3950,35.0000
1571,1,0.0178,6.0000,0.2093,0.2329,1.0000,0.0000,1.0000,0.0000,7.3950,35.0000
1572,3,0.0071,3.3333,0.0993,0.1313,1.0000,0.0000,1.0000,0.0000,4.7059,35.0000
1573,3,0.0071,3.3333,0.0993,0.1313,1.0000,0.0000,1.0000,0.0000,4.7059,35.0000
1574,2,0.0366,5.0000,0.2375,0.1573,1.0000,0.0000,1.0000,0.0000,10.4839,32.0000
1575,2,0.0366,5.0000,0.2375,0.1573,1.0000,0.0000,1.0000,0.0000,10.4839,32.0000
1576,2,0.0169,2.5000,0.1247,0.1023,1.0000,0.0000,1.0000,0.0000,3.8655,35.0000
1577,2,0.0169,2.5000,0.1247,0.1023,1.0000,0.0000,1.0000,0.0000,3.8655,35.0000
1578,2,0.0351,4.0000,0.1488,0.0720,1.0000,0.0000,1.0000,0.0000,4.6154,40.0000
1579,2,0.0351,4.0000,0.1488,0.0720,1.0000,0.0000,1.0000,0.0000,4.6154,40.0000
1580,4,0.0270,2.7500,0.1249,0.0518,1.5000,148.7998,1.0000,0.0000,5.9744,38.0000
1581,4,0.0270,2.7500,0.1249,0.0518,1.5000,148.7998,1.0000,0.0000,5.9744,38.0000
1582,2,0.0302,4.0000,0.1620,0.1732,1.0000,0.0000,1.5000,0.0000,4.6547,37.0000
1583,2,0.0302,4.0000,0.1620,0.1732,1.0000,0.0000,1.5000,0.0000,4.6547,37.0000
1584,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1585,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1586,4,0.0167,2.7500,0.1170,0.1542,1.0000,0.0000,1.0000,0.0000,4.5161,31.0000
1587,4,0.0167,2.7500,0.1170,0.1542,1.0000,0.0000,1.0000,0.0000,4.5161,31.0000
1588,3,0.0084,2.3333,0.0928,0.2293,1.3333,84.2816,1.0000,0.0000,2.7957,31.0000
1589,3,0.0084,2.3333,0.0928,0.2293,1.3333,84.2816,1.0000,0.0000,2.7957,31.0000
1590,2,0.0079,2.5000,0.1071,0.1158,1.0000,0.0000,1.0000,0.0000,4.9261,29.0000
1591,2,0.0079,2.5000,0.1071,0.1158,1.0000,0.0000,1.0000,0.0000,4.9261,29.0000
1592,2,0.0085,3.0000,0.1204,0.1861,1.0000,0.0000,1.0000,0.0000,4.2328,28.0000
1593,2,0.0085,3.0000,0.1204,0.1861,1.0000,0.0000,1.0000,0.0000,4.2328,28.0000
1594,3,0.0212,3.3333,0.1336,0.3921,1.0000,0.0000,1.0000,0.0000,4.4335,29.0000
1595,3,0.0212,3.3333,0.1336,0.3921,1.0000,0.0000,1.0000,0.0000,4.4335,29.0000
1596,2,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,1.0000,0.0000,2.7094,29.0000
1597,2,0.0026,2.0000,0.0714,0.0000,1.0000,0.0000,1.0000,0.0000,2.7094,29.0000
1598,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,1.0000,0.0000,6.2069,30.0000
1599,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,1.0000,0.0000,6.2069,30.0000
1600,1,0.0014,2.0000,0.0526,0.0000,1.0000,0.0000,1.0000,0.0000,5.1282,39.0000
1601,1,0.0014,2.0000,0.0526,0.0000,1.0000,0.0000,1.0000,0.0000,5.1282,39.0000
1602,3,0.0084,3.0000,0.1075,0.0897,1.0000,0.0000,1.0000,0.0000,3.8095,36.0000
1603,3,0.0084,3.0000,0.1075,0.0897,1.0000,0.0000,1.0000,0.0000,3.8095,36.0000
1604,4,0.0102,2.7500,0.0950,0.2182,1.0000,0.0000,1.0000,0.0000,2.8571,35.0000
1605,4,0.0102,2.7500,0.0950,0.2182,1.0000,0.0000,1.0000,0.0000,2.8571,35.0000
1606,1,0.0050,3.0000,0.0857,0.0001,1.0000,0.0000,2.0000,0.0000,1.4286,36.0000
1607,1,0.0050,3.0000,0.0857,0.0001,1.0000,0.0000,2.0000,0.0000,1.4286,36.0000
1608,2,0.0079,3.0000,0.1146,0.0798,1.0000,0.0000,1.0000,0.0000,5.5556,37.0000
1609,2,0.0079,3.0000,0.1146,0.0798,1.0000,0.0000,1.0000,0.0000,5.5556,37.0000
1610,4,0.0276,3.0000,0.1357,0.0147,1.0000,0.0000,1.0000,0.0000,7.5610,41.0000
1611,4,0.0276,3.0000,0.1357,0.0147,1.0000,0.0000,1.0000,0.0000,7.5610,41.0000
1612,1,0.0015,2.0000,0.0541,0.0000,1.0000,0.0000,1.0000,0.0000,3.5562,38.0000
1613,1,0.0015,2.0000,0.0541,0.0000,1.0000,0.0000,1.0000,0.0000,3.5562,38.0000
1614,5,0.0125,2.0000,0.0767,0.0001,1.4000,156.2259,1.0000,0.0000,2.1849,35.0000
1615,5,0.0125,2.0000,0.0767,0.0001,1.4000,156.2259,1.0000,0.0000,2.1849,35.0000
1616,1,0.0428,4.0000,0.1838,0.2585,1.0000,0.0000,1.0000,0.0000,4.7059,35.0000
1617,1,0.0428,4.0000,0.1838,0.2585,1.0000,0.0000,1.0000,0.0000,4.7059,35.0000
1618,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1619,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1620,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1621,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1622,6,0.0683,2.8333,0.1680,0.0829,1.0000,0.0000,1.1667,0.0000,6.3866,35.0000
1623,6,0.0683,2.8333,0.1680,0.0829,1.0000,0.0000,1.1667,0.0000,6.3866,35.0000
1624,3,0.0048,2.3333,0.0826,0.0435,1.0000,0.0000,1.0000,0.0000,6.0060,37.0000
1625,3,0.0048,2.3333,0.0826,0.0435,1.0000,0.0000,1.0000,0.0000,6.0060,37.0000
1626,6,0.0358,2.8333,0.1251,0.0681,1.0000,0.0000,1.1667,0.0000,5.5556,37.0000
1627,6,0.0358,2.8333,0.1251,0.0681,1.0000,0.0000,1.1667,0.0000,5.5556,37.0000
1628,4,0.0202,3.2500,0.1247,0.0894,1.0000,0.0000,1.0000,0.0000,4.9550,37.0000
1629,4,0.0202,3.2500,0.1247,0.0894,1.0000,0.0000,1.0000,0.0000,4.9550,37.0000
1630,4,0.0091,3.7500,0.1037,0.1087,1.0000,0.0000,1.0000,0.0000,4.1835,39.0000
1631,4,0.0091,3.7500,0.1037,0.1087,1.0000,0.0000,1.0000,0.0000,4.1835,39.0000
1632,1,0.0016,2.0000,0.0556,0.0000,1.0000,0.0000,1.0000,0.0000,2.1021,37.0000
1633,1,0.0016,2.0000,0.0556,0.0000,1.0000,0.0000,1.0000,0.0000,2.1021,37.0000
1634,8,0.0265,3.1250,0.1097,0.1276,1.0000,0.0000,1.0000,0.0000,4.0486,39.0000
1635,8,0.0265,3.1250,0.1097,0.1276,1.0000,0.0000,1.0000,0.0000,4.0486,39.0000
1636,4,0.0040,3.0000,0.0869,0.1247,1.5000,208.8898,1.0000,0.0000,3.4921,36.0000
1637,4,0.0040,3.0000,0.0869,0.1247,1.5000,208.8898,1.0000,0.0000,3.4921,36.0000
1638,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1639,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1640,6,0.0175,2.8333,0.1024,0.1102,1.1667,104.8237,1.0000,0.0000,3.3033,37.0000
1641,6,0.0175,2.8333,0.1024,0.1102,1.1667,104.8237,1.0000,0.0000,3.3033,37.0000
1642,4,0.0667,4.2500,0.1613,0.2844,1.0000,0.0000,1.0000,0.0000,5.4435,32.0000
1643,4,0.0667,4.2500,0.1613,0.2844,1.0000,0.0000,1.0000,0.0000,5.4435,32.0000
1644,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1645,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1646,3,0.0325,4.3333,0.1470,0.2724,1.0000,0.0000,1.0000,0.0000,4.4444,36.0000
1647,3,0.0325,4.3333,0.1470,0.2724,1.0000,0.0000,1.0000,0.0000,4.4444,36.0000
